order_number,product_id,customer_id,product_name,department_id,price,city
106,42548,161214,Baby Boomer Fresh Creamer Potatoes,4,2.89,NewYork
106,30958,161214,Honey Mustard and Onion Pretzels Pieces,19,7.24,NewYork
106,5048,161214,Baby Moisture Wash,18,9.3,NewYork
108,7751,184205,Tomato Ketchup,13,1.99,NewYork
108,13708,184205,"Liquid Hand Soap, Refill, Lavender Scent",11,3.43,NewYork
109,14131,86865,Traditional Hearty Chicken and Rotini Soup,15,10.24,NewYork
109,42240,86865,Ultra Soft Facial Tissues,17,12.0,NewYork
109,40310,86865,Oven Roasted Turkey Breast,20,8.23,NewYork
110,34969,73241,Red Vine Tomato,4,9.25,NewYork
115,22920,124725,Roasted & Salted Shelled Pistachios,19,7.88,NewYork
117,11132,75394,Organic Promise Berry Fruitful Cereal,14,5.23,NewYork
119,28425,25967,Pitted Castelvetrano Green Olives,13,9.54,NewYork
119,12572,25967,6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS,19,1.78,NewYork
120,26604,23750,Organic Blackberries,4,8.08,NewYork
120,1503,23750,Low Fat Cottage Cheese,16,1.45,NewYork
120,46703,23750,Shelled Soybeans Edamame,1,10.75,NewYork
120,5068,23750,Cauliflower Florets,4,5.04,NewYork
120,33120,23750,Organic Egg Whites,16,5.33,NewYork
123,26604,99471,Organic Blackberries,4,8.08,NewYork
123,49273,99471,Light and Lean Quinoa Black Beans with Butternut Squash and Chard,1,1.34,NewYork
124,44570,69812,Kale Greens,4,4.15,NewYork
124,28527,69812,White Horseradish,13,12.12,NewYork
124,28990,69812,Curly Parsley Bunch,4,6.7,NewYork
125,11068,66104,Medium Cheddar Cheese Block,16,1.9,NewYork
125,2002,66104,"The \""World's Best\"" Veggie Burger",1,0.89,NewYork
125,36735,66104,Organic Roasted Sliced Chicken Breast,20,10.42,NewYork
126,6104,66138,Whole Milk Plain Yogurt,16,1.76,NewYork
127,37052,43629,Natural Bliss Cinnamon Cream Coffee Creamer,16,10.83,NewYork
127,45064,43629,Honey Wheat Bread,3,1.52,NewYork
129,43338,169467,Pyramid Black Tea Bags,7,3.76,NewYork
131,45007,34858,Organic Zucchini,4,5.08,NewYork
131,20869,34858,Yellow Potato,4,4.45,NewYork
131,29506,34858,Pita Bread,3,5.14,NewYork
132,19677,147650,Original Pure Creamy Almond Milk,16,6.4,NewYork
134,30696,15608,Eggo Homestyle Waffles,1,6.45,NewYork
134,8638,15608,Vanilla Milk Chocolate Almond Ice Cream Bars,1,8.33,NewYork
135,47866,55179,Jalapeno Potato Chips,19,12.02,NewYork
140,35042,67155,Black Beans,15,5.95,NewYork
140,7898,67155,Ginger Beer,7,2.12,NewYork
140,18721,67155,"Baked Rice and Corn Puffs, Aged White Cheddar",19,2.22,NewYork
141,42972,88362,Natural Pure Sparkling Water,7,4.77,NewYork
141,13627,88362,English Breakfast Tea Bags,7,6.27,NewYork
142,15979,8841,Extra Sharp Cheddar Cheese Block,16,4.85,NewYork
143,36070,130982,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34,NewYork
143,43183,130982,Deli Fresh Shaved Smoked Turkey Breast,20,12.45,NewYork
144,1503,179300,Low Fat Cottage Cheese,16,1.45,NewYork
148,21614,41523,Crackers Harvest Whole Wheat,19,2.38,NewYork
150,21506,126892,Organic Raisin Bran Cereal,14,2.69,NewYork
152,4557,103040,Mango Peach Salsa,20,11.24,NewYork
153,23765,24173,Organic Smoked Turkey Breast,20,10.28,NewYork
156,35383,111475,Classic White Bread,3,6.03,NewYork
156,12276,111475,Chocolate Chip Cookie Dough Ice Cream,1,8.4,NewYork
157,37193,13055,Shelled Edamame,1,1.74,NewYork
160,25331,181765,Chocolate Malt,1,3.53,NewYork
161,40310,88526,Oven Roasted Turkey Breast,20,8.23,NewYork
161,12276,88526,Chocolate Chip Cookie Dough Ice Cream,1,8.4,NewYork
162,45007,198222,Organic Zucchini,4,5.08,NewYork
163,26209,115844,Limes,4,4.37,NewYork
166,17251,39287,Condensed Golden Mushroom Soup,15,11.91,NewYork
168,38145,117132,Cabaret Crisp And Buttery Crackers,19,2.15,NewYork
171,14645,204184,De Mexico,7,11.72,NewYork
174,32016,53965,Fresh Fussilli,9,1.28,NewYork
176,4675,4209,Boniato Sweet Potato,4,9.16,NewYork
177,46802,48308,Pineapple Chunks,1,6.76,NewYork
177,35055,48308,Just Cranberry Unsweetened Juice,7,8.57,NewYork
177,19906,48308,Fresh Whole White Mushrooms,4,2.73,NewYork
180,26604,96385,Organic Blackberries,4,8.08,NewYork
180,7079,96385,Organic Alfalfa Sprouts,4,7.88,NewYork
181,38456,141062,Large Grapefruit,4,3.38,NewYork
181,33746,141062,Simply Stock Organic Vegetable Unsalted Stock,15,11.09,NewYork
183,31215,104879,Lemon Yogurt,16,10.41,NewYork
183,49247,104879,Coconut Yoghurt,16,4.8,NewYork
185,20899,172793,Goo Berry Pie Probugs Kefir,16,6.29,NewYork
188,1025,58122,Organic Fresh Basil,4,11.34,NewYork
192,33527,189954,Organic Classic Rich Crackers,19,7.46,NewYork
194,28012,48052,Clover Honey Bear,13,8.71,NewYork
195,22654,14264,Quick-Rise Yeast for Bread Machines,13,2.17,NewYork
197,47630,92707,Medium Navel Orange,4,5.6,NewYork
198,20842,21336,Total 0% Greek Yogurt,16,9.2,NewYork
198,47893,21336,Steel Cut Irish Oatmeal,14,4.81,NewYork
199,1503,143951,Low Fat Cottage Cheese,16,1.45,NewYork
208,32429,68303,Red Mango,4,3.5,NewYork
209,20842,40286,Total 0% Greek Yogurt,16,9.2,NewYork
210,37067,43756,Organic Banana,4,10.85,NewYork
210,86,43756,"Camilia, Single Liquid Doses",2,2.03,NewYork
213,46802,33094,Pineapple Chunks,1,6.76,NewYork
220,11432,63952,Chopped Kale,4,9.06,NewYork
221,40699,177947,Golden Nugget Mandarin,4,1.59,NewYork
221,39046,177947,Smok Cured Turkey Bacon,12,6.84,NewYork
222,14267,145501,Organic Refried Black Beans,15,9.37,NewYork
222,49667,145501,Enchilada with Spanish Rice & Beans Meal,1,10.34,NewYork
223,39604,169586,Turkey Breakfast Sausage Links,12,2.75,NewYork
223,46541,169586,Corn Flakes,14,2.21,NewYork
223,5450,169586,Small Hass Avocado,4,5.77,NewYork
223,1700,169586,White Cheddar Popcorn,19,5.86,NewYork
223,307,169586,Precious Mozzarella Cheese,16,7.27,NewYork
224,1940,109534,Organic 2% Reduced Fat Milk,16,1.23,NewYork
224,43409,109534,Frosted Mini-Wheats Original Cereal,14,12.46,NewYork
227,36070,100142,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34,NewYork
228,36070,156462,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34,NewYork
228,23054,156462,Whole Wheat Sourdough,3,2.06,NewYork
228,890,156462,Organic Diced Tomatoes,15,1.35,NewYork
228,19709,156462,El Ciprés Whole Bean Coffee,7,1.94,NewYork
229,18266,47358,Teriyaki Noodle Bowl,9,9.89,NewYork
231,40203,147443,Mint Chip Ice Cream,1,5.4,NewYork
231,4798,147443,Top Chef Ravioli & Chicken Marinara,1,5.23,NewYork
232,39055,56896,Mild Salsa Roja,20,12.54,NewYork
232,28745,56896,Oven Roasted Turkey,20,7.99,NewYork
232,22504,56896,Organic Mountain Forest Amber Honey,13,2.16,NewYork
235,44090,58701,Roasted Pumpkin White Cheddar Tamales,20,2.39,NewYork
239,16744,51178,Peanut & Gluten Free Smooth Almond Butter,13,8.17,NewYork
240,29978,183623,Flushable Moist Wipes,11,3.3,NewYork
240,5258,183623,Sparkling Water,7,10.95,NewYork
241,39046,131535,Smok Cured Turkey Bacon,12,6.84,NewYork
243,37067,62481,Organic Banana,4,10.85,NewYork
247,49185,82764,Enriched Vanilla Rice Drink,16,10.01,NewYork
248,7963,30576,Gluten Free Whole Grain Bread,1,4.53,NewYork
248,38508,30576,Lightly Salted Kettle Potato Chips - Sea Salt,19,4.06,NewYork
248,33911,30576,Zero Calorie Cream Soda,7,7.55,NewYork
248,37630,30576,Boneless & Skinless Wild Alaskan Sockeye Salmon,15,2.83,NewYork
251,3464,155188,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",4,9.0,NewYork
254,1194,12711,Natural Artisan Water,7,7.42,NewYork
254,18471,12711,Organic Light Agave Nectar,13,0.93,NewYork
254,32578,12711,Organic Fresh Squeezed Orange Juice,7,6.19,NewYork
254,48953,12711,Lettuce Medley,4,4.64,NewYork
255,16508,4076,Stage 3 Hearty Meals - Chick Chick Organic Baby Food,18,11.78,NewYork
255,47565,4076,Organic Apple Pumpkin & Granola Stage 2 Baby Food,18,6.65,NewYork
255,42345,4076,Baby Food Pouch - Roasted Carrot Spinach & Beans,18,4.39,NewYork
256,43875,95044,Baby Food Stage 2 Blueberry Pear & Purple Carrot,18,6.11,NewYork
256,45607,95044,Butter Cooking Spray,13,3.56,NewYork
259,6568,52205,Snacks Mango,19,8.66,NewYork
259,20947,52205,Passionberry Bliss Kombucha Drink,7,11.87,NewYork
260,7542,21630,Ready to Serve Brown & Wild 4.4 Oz Rice,9,11.19,NewYork
262,34969,122266,Red Vine Tomato,4,9.25,NewYork
265,26604,139432,Organic Blackberries,4,8.08,NewYork
265,38772,139432,Provolone,16,1.84,NewYork
266,14005,99546,Ultimate Caesar Salad Kit,4,1.9,NewYork
266,43183,99546,Deli Fresh Shaved Smoked Turkey Breast,20,12.45,NewYork
272,19003,127211,Celery,4,5.68,NewYork
272,41729,127211,Sweet Grape Tomatoes,4,10.48,NewYork
272,36086,127211,Philadelphia Original Cream Cheese,16,2.08,NewYork
273,16615,171199,Zero Calories Berry Nutrient Enhanced Water,7,5.54,NewYork
274,18963,64392,Apple Cider Vinegar,13,9.67,NewYork
276,24497,46527,Organic Cauliflower Florets,4,7.52,NewYork
277,43768,109712,Organic Bell Pepper,4,2.4,NewYork
279,23630,185432,Multi-Seed Original Crackers,19,4.37,NewYork
279,2002,185432,"The \""World's Best\"" Veggie Burger",1,0.89,NewYork
280,36792,1059,Gluten Free Omega Flax & Fiber Bread,3,3.98,NewYork
281,43379,200563,Watercress Package,4,12.28,NewYork
281,26209,200563,Limes,4,4.37,NewYork
285,49247,57561,Coconut Yoghurt,16,4.8,NewYork
286,5450,91926,Small Hass Avocado,4,5.77,NewYork
288,14870,137357,Icelandic Style Fat Free Plain Yogurt,16,4.27,NewYork
289,2664,5927,First Prunes,18,3.44,NewYork
289,18254,5927,All Natural Roasted Garlic Hummus,20,0.87,NewYork
289,17025,5927,Country Dijon Mustard,13,8.15,NewYork
290,43772,67140,Cherubs Heavenly Salad Tomatoes,4,1.15,NewYork
291,3090,66046,Very Berry Flavor Sparkling Mineral Water,7,3.56,NewYork
291,7350,66046,Natural Lime Flavor Sparkling Mineral Water,7,1.88,NewYork
293,42736,168853,Unsalted Butter,16,9.28,NewYork
298,49026,35569,Plain Almond Milk Yogurt,16,12.26,NewYork
299,26604,10546,Organic Blackberries,4,8.08,NewYork
301,24549,66567,Organic Greens And Kale,7,5.0,NewYork
302,20463,54878,Organic Fat-Free Milk,16,1.48,NewYork
302,1940,54878,Organic 2% Reduced Fat Milk,16,1.23,NewYork
302,6473,54878,Bag of Lemons,4,6.98,NewYork
302,260,54878,Cantaloupe,4,3.01,NewYork
306,45007,166655,Organic Zucchini,4,5.08,NewYork
308,17025,176010,Country Dijon Mustard,13,8.15,NewYork
308,32134,176010,Lactose Free Plain Kefir,16,3.11,NewYork
308,12614,176010,Yellow Grape Tomatoes,4,1.39,NewYork
308,18027,176010,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,3,11.3,NewYork
310,20031,101311,Blackeye Peas,15,9.62,NewYork
315,32429,133849,Red Mango,4,3.5,NewYork
315,39408,133849,Gala Apples,4,4.03,NewYork
315,18721,133849,"Baked Rice and Corn Puffs, Aged White Cheddar",19,2.22,NewYork
315,26604,133849,Organic Blackberries,4,8.08,NewYork
315,3631,133849,Organic Whole Milk French Vanilla Yogurt,16,1.49,NewYork
316,5258,190581,Sparkling Water,7,10.95,NewYork
316,19828,190581,Red Delicious Apples,4,5.14,NewYork
317,45007,179469,Organic Zucchini,4,5.08,NewYork
317,12276,179469,Chocolate Chip Cookie Dough Ice Cream,1,8.4,NewYork
318,24830,108940,Organic Romaine,4,10.27,NewYork
319,30827,102031,Seedless Cucumbers,4,5.22,NewYork
319,39408,102031,Gala Apples,4,4.03,NewYork
319,2515,102031,"Evaporated Milk,",13,4.73,NewYork
321,20040,125272,66 Calorie Unfiltered Ginger Ale,7,3.57,NewYork
322,41259,36278,Poblano Pepper,4,10.56,NewYork
326,35042,33704,Black Beans,15,5.95,NewYork
326,21491,33704,Supremo Chihuahua 8.82 Oz,16,9.82,NewYork
326,30623,33704,Unsweetened 100% Cocoa,13,11.86,NewYork
327,33120,58707,Organic Egg Whites,16,5.33,NewYork
328,15011,156112,"Pita Chips, Simply Naked",19,11.46,NewYork
329,49621,193602,Challah Bread,3,5.17,NewYork
329,42736,193602,Unsalted Butter,16,9.28,NewYork
330,46802,200502,Pineapple Chunks,1,6.76,NewYork
331,38456,97427,Large Grapefruit,4,3.38,NewYork
331,17570,97427,7 Whole Grain Puffs Cereal,14,5.34,NewYork
331,34969,97427,Red Vine Tomato,4,9.25,NewYork
331,38562,97427,Pomegranate Arils,4,2.59,NewYork
332,2962,131796,"Milk, Reduced Fat, 2% Milkfat",16,8.89,NewYork
334,40574,7114,Rice Cereal,14,1.69,NewYork
335,42736,164484,Unsalted Butter,16,9.28,NewYork
335,38456,164484,Large Grapefruit,4,3.38,NewYork
335,45007,164484,Organic Zucchini,4,5.08,NewYork
336,18656,60174,Organic Red Potato,4,1.93,NewYork
337,43192,44598,Dark with 70% Cacao Content Organic Chocolate Bar,19,5.04,NewYork
337,10166,44598,Almond Milk Cookies N' Cream Non-Dairy Frozen Dessert,1,2.02,NewYork
337,42736,44598,Unsalted Butter,16,9.28,NewYork
338,26209,61454,Limes,4,4.37,NewYork
338,1437,61454,Skinny Girl Microwave Butter Popcorn,19,1.87,NewYork
339,30353,34416,Curate Cherry Lime Sparkling Water,7,1.86,NewYork
339,45007,34416,Organic Zucchini,4,5.08,NewYork
340,26604,197300,Organic Blackberries,4,8.08,NewYork
342,7139,183968,Sooo Good Light Roast Coffee,7,3.74,NewYork
343,3081,120226,"Organic Creamies Strawberry, Raspberry & Carrot Freeze-Dried Fruit Snacks",18,1.21,NewYork
344,47815,61721,Hazelnut Coffee Creamer,16,8.55,NewYork
345,1498,129475,Creamy Chicken & Dumplings Soup,15,2.05,NewYork
345,13287,129475,Bistro Bowl Chicken Caesar Salad,4,7.49,NewYork
347,49026,17155,Plain Almond Milk Yogurt,16,12.26,NewYork
347,18689,17155,Dairy-Free Chive Cream Cheese,16,10.12,NewYork
351,22548,26183,Coldbrew Coffee Pops,1,5.89,NewYork
354,17914,25862,DayQuil Severe Cold & Flu,11,8.65,NewYork
355,23296,28266,Blueberry on the Bottom Nonfat Greek Yogurt,16,2.27,NewYork
355,13733,28266,Red Potatoes,4,4.73,NewYork
359,26209,186816,Limes,4,4.37,NewYork
361,16759,58087,Organic Carrot Bunch,4,4.17,NewYork
361,33746,58087,Simply Stock Organic Vegetable Unsalted Stock,15,11.09,NewYork
361,41259,58087,Poblano Pepper,4,10.56,NewYork
361,18027,58087,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,3,11.3,NewYork
361,10025,58087,Freeze Dried Strawberry Slices,1,8.24,NewYork
362,49519,65561,Raspberry Essence Water,7,10.84,NewYork
364,45007,120742,Organic Zucchini,4,5.08,NewYork
366,41858,85359,Spelt Mini Pretzels,19,3.33,NewYork
367,26209,48730,Limes,4,4.37,NewYork
367,16908,48730,Jacob's Wonderbar Dark Roast,7,11.01,NewYork
370,9690,49030,Organic Dark Chocolate Whey Protein,11,4.66,NewYork
371,46820,27212,Vanilla Pure Almond Milk,16,11.94,NewYork
372,18656,178268,Organic Red Potato,4,1.93,NewYork
373,35042,148175,Black Beans,15,5.95,NewYork
375,38274,163102,Ice Cream Sandwiches Vanilla,1,7.17,NewYork
376,45210,121858,Organic Greek Lowfat Yogurt With Blueberries,16,5.69,NewYork
376,890,121858,Organic Diced Tomatoes,15,1.35,NewYork
378,13249,128710,Skim Milk,16,9.33,NewYork
379,5450,6801,Small Hass Avocado,4,5.77,NewYork
381,6519,52824,Hot Cocoa Mix,13,8.06,NewYork
382,31801,73283,9 Inch Plates,17,4.1,NewYork
382,7963,73283,Gluten Free Whole Grain Bread,1,4.53,NewYork
382,23630,73283,Multi-Seed Original Crackers,19,4.37,NewYork
384,26209,110980,Limes,4,4.37,NewYork
388,26209,176698,Limes,4,4.37,NewYork
388,45007,176698,Organic Zucchini,4,5.08,NewYork
389,11781,11216,"Mushroom, Spinach, and Salsa Tamales",6,2.28,NewYork
390,3631,166654,Organic Whole Milk French Vanilla Yogurt,16,1.49,NewYork
390,7185,166654,Rosemary Mini Croccantini,19,4.79,NewYork
390,33120,166654,Organic Egg Whites,16,5.33,NewYork
390,24830,166654,Organic Romaine,4,10.27,NewYork
390,38274,166654,Ice Cream Sandwiches Vanilla,1,7.17,NewYork
390,22504,166654,Organic Mountain Forest Amber Honey,13,2.16,NewYork
391,22233,116932,Slow Churned Double Fudge Brownie Ice Cream,1,9.2,NewYork
396,28990,158728,Curly Parsley Bunch,4,6.7,NewYork
396,8460,158728,Hearty Thick Cut Bacon,12,5.7,NewYork
397,26209,198708,Limes,4,4.37,NewYork
398,45007,155472,Organic Zucchini,4,5.08,NewYork
398,19906,155472,Fresh Whole White Mushrooms,4,2.73,NewYork
398,38996,155472,Grape Tomatoes,4,4.64,NewYork
398,890,155472,Organic Diced Tomatoes,15,1.35,NewYork
398,7364,155472,Red Mild Enchilada Sauce,6,9.87,NewYork
398,36070,155472,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34,NewYork
398,3913,155472,Original Unfiltered Ginger Ale,7,2.84,NewYork
402,14870,202359,Icelandic Style Fat Free Plain Yogurt,16,4.27,NewYork
403,22124,16181,Total 0% Raspberry Yogurt,16,9.08,NewYork
403,45007,16181,Organic Zucchini,4,5.08,NewYork
404,39408,196585,Gala Apples,4,4.03,NewYork
405,47792,172653,Organic Beans & Rice Cheddar Cheese Burrito,1,8.35,NewYork
408,42964,45631,Gluten Free Spaghetti Pasta,9,9.5,NewYork
408,20815,45631,Unsalted 65%  Vegetable Oil Spread,16,7.77,NewYork
409,22124,41502,Total 0% Raspberry Yogurt,16,9.08,NewYork
409,26604,41502,Organic Blackberries,4,8.08,NewYork
411,19677,181193,Original Pure Creamy Almond Milk,16,6.4,NewYork
411,20899,181193,Goo Berry Pie Probugs Kefir,16,6.29,NewYork
413,26209,200178,Limes,4,4.37,NewYork
413,35939,200178,Organic Jalapeno Pepper,4,9.93,NewYork
415,45064,48412,Honey Wheat Bread,3,1.52,NewYork
415,15417,48412,Toaster Strudel Pastries Strawberry,1,1.97,NewYork
417,4149,193125,Frozen Organic Blueberries,4,11.59,NewYork
420,35939,161762,Organic Jalapeno Pepper,4,9.93,NewYork
420,6020,161762,Organic Crushed Red Pepper,13,8.11,NewYork
421,27690,119095,Apple Cinnamon GoGo Squeez,19,6.29,NewYork
421,46584,119095,YoKids Blueberry & Strawberry/Vanilla Yogurt,16,8.82,NewYork
422,13221,146023,Toilet Bowl Cleaner - Emerald Cypress and Fir,17,5.31,NewYork
423,6278,97970,Coconut Cream,6,4.21,NewYork
423,42736,97970,Unsalted Butter,16,9.28,NewYork
425,11068,146671,Medium Cheddar Cheese Block,16,1.9,NewYork
426,26209,147194,Limes,4,4.37,NewYork
426,35939,147194,Organic Jalapeno Pepper,4,9.93,NewYork
426,34969,147194,Red Vine Tomato,4,9.25,NewYork
427,35383,19785,Classic White Bread,3,6.03,NewYork
429,5251,126918,Shaved Brussel Sprouts,4,10.39,NewYork
429,19445,126918,French Lavender All-Purpose Natural Surface Cleaner,17,8.0,NewYork
431,27690,137716,Apple Cinnamon GoGo Squeez,19,6.29,NewYork
431,27464,137716,Direct Trade House Blend Medium Roast Ground Coffee,7,11.02,NewYork
431,43768,137716,Organic Bell Pepper,4,2.4,NewYork
431,14553,137716,Oats & Honey Granola,14,2.32,NewYork
433,43768,76234,Organic Bell Pepper,4,2.4,NewYork
434,18656,108854,Organic Red Potato,4,1.93,NewYork
434,13780,108854,Thyme,4,10.2,NewYork
434,16145,108854,Organic Cannellini Beans,15,5.1,NewYork
435,24846,201679,Sweet & Fruity Cranberry Granola,14,4.68,NewYork
435,3631,201679,Organic Whole Milk French Vanilla Yogurt,16,1.49,NewYork
