order_number,product_id,customer_id,product_name,department_id,price,city
6488,46163,137681,Toll House Real Semi-Sweet Chocolate Chunks,13,5.3,NewYork
10091,28465,70805,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32,NewYork
6024,26209,167273,Limes,4,4.37,NewYork
15301,26604,97161,Organic Blackberries,4,8.08,NewYork
5834,39265,200318,Ground Coriander,13,5.02,NewYork
7817,22124,137629,Total 0% Raspberry Yogurt,16,9.08,NewYork
1801,34321,94998,Original Pepperoni,20,2.51,NewYork
5009,49247,100334,Coconut Yoghurt,16,4.8,NewYork
999,4289,71917,15 Calories Light Lemonade,7,8.58,NewYork
9791,12614,160546,Yellow Grape Tomatoes,4,1.39,NewYork
431,43768,137716,Organic Bell Pepper,4,2.4,NewYork
7649,42736,134430,Unsalted Butter,16,9.28,NewYork
11717,37067,74662,Organic Banana,4,10.85,NewYork
13043,27796,166310,Real Mayonnaise,13,0.97,NewYork
4566,8638,157715,Vanilla Milk Chocolate Almond Ice Cream Bars,1,8.33,NewYork
5923,19677,70920,Original Pure Creamy Almond Milk,16,6.4,NewYork
14705,8092,108494,Organic Garlic & ButterCroutons,13,9.05,NewYork
13427,46847,40124,Quick Cooking Rolled Oats Irish Oatmeal,14,6.01,NewYork
15534,8138,111046,Traditional Hummus,20,2.75,NewYork
9986,28745,63426,Oven Roasted Turkey,20,7.99,NewYork
2146,24062,47543,Flourless  Sprouted Whole Grain 7-Sprouted Grains English Muffins,3,4.68,NewYork
15406,14870,174807,Icelandic Style Fat Free Plain Yogurt,16,4.27,NewYork
12851,18656,109095,Organic Red Potato,4,1.93,NewYork
861,39844,35487,Mini Sweet Peppers,4,11.24,NewYork
6340,45051,48042,Pub Mix,19,8.23,NewYork
6375,30658,167611,Dark Chocolate Almond & Coconut Fruit & Nut Bar,19,8.85,NewYork
9118,41363,48830,Tofu Spring Roll,20,2.74,NewYork
10879,45007,90004,Organic Zucchini,4,5.08,NewYork
7209,43768,103509,Organic Bell Pepper,4,2.4,NewYork
12142,26209,45035,Limes,4,4.37,NewYork
12659,28465,210,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32,NewYork
14959,13287,99721,Bistro Bowl Chicken Caesar Salad,4,7.49,NewYork
4434,10819,135660,Original Craisins,19,8.5,NewYork
10129,20842,19143,Total 0% Greek Yogurt,16,9.2,NewYork
10826,29270,87113,Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,7,5.56,NewYork
4600,40974,184607,Chopped Garlic,13,6.81,NewYork
8884,40310,1948,Oven Roasted Turkey Breast,20,8.23,NewYork
2877,16291,188413,Organic Extra Large Brown Omega 3 Eggs,16,8.98,NewYork
17327,43768,69784,Organic Bell Pepper,4,2.4,NewYork
7496,26604,155638,Organic Blackberries,4,8.08,NewYork
9959,46802,166655,Pineapple Chunks,1,6.76,NewYork
10231,14870,44345,Icelandic Style Fat Free Plain Yogurt,16,4.27,NewYork
3047,35939,93759,Organic Jalapeno Pepper,4,9.93,NewYork
5371,7963,123765,Gluten Free Whole Grain Bread,1,4.53,NewYork
15520,25747,54927,Organic Kosher Fat Free Chicken Broth,15,1.34,NewYork
838,7963,162374,Gluten Free Whole Grain Bread,1,4.53,NewYork
16934,43740,118067,Sparkling Probiotic Drink Coconut,7,10.33,NewYork
4684,49667,168416,Enchilada with Spanish Rice & Beans Meal,1,10.34,NewYork
15050,2298,161400,"Muffins, Mini, Flax, Chocolate Brownie",3,8,NewYork
8599,46802,160090,Pineapple Chunks,1,6.76,NewYork
7828,20943,143537,Gluten Free Apple Cinnamon Waffles,1,6.83,NewYork
10834,890,100547,Organic Diced Tomatoes,15,1.35,NewYork
3602,45138,159939,Deli Select Ultra Thin Rotisserie Seasoned Chicken Breast,20,2.39,NewYork
17135,5922,179358,"Honest Face, Hand, & Baby Wipes",18,8.08,NewYork
3906,16759,120525,Organic Carrot Bunch,4,4.17,NewYork
18882,611,202580,Uncured Hard Salami,20,7.19,NewYork
2057,25552,155843,Organic Steel Cut Oats,14,4.64,NewYork
9716,5450,79194,Small Hass Avocado,4,5.77,NewYork
9177,16145,28455,Organic Cannellini Beans,15,5.1,NewYork
8040,36315,22129,Low Fat Split Pea Soup,15,12.38,NewYork
4140,43409,122994,Frosted Mini-Wheats Original Cereal,14,12.46,NewYork
10749,25691,162137,Original Life Cereal,14,4.24,NewYork
6756,26209,200793,Limes,4,4.37,NewYork
15041,18721,22373,"Baked Rice and Corn Puffs, Aged White Cheddar",19,2.22,NewYork
13540,23765,91879,Organic Smoked Turkey Breast,20,10.28,NewYork
10826,20542,87113,Lime Ginger Lemon Agave,7,7.7,NewYork
11232,38164,3459,Almonds & Sea Salt in Dark Chocolate,19,9.32,NewYork
2118,43768,41074,Organic Bell Pepper,4,2.4,NewYork
6529,38456,165380,Large Grapefruit,4,3.38,NewYork
8799,27578,113831,Sweet Potato Skinny Stick Snacks,19,10.85,NewYork
8182,24571,80527,Tomato and Basil Pasta Sauce,9,10.32,NewYork
9466,18656,93519,Organic Red Potato,4,1.93,NewYork
4825,44375,84362,Canned Aranciata Orange,7,3.21,NewYork
18844,39844,30429,Mini Sweet Peppers,4,11.24,NewYork
14380,33468,120163,White Pita,3,8.87,NewYork
3371,40310,203085,Oven Roasted Turkey Breast,20,8.23,NewYork
18557,35425,62799,Gluten Free Brown Rice English Muffins 6 ct,3,11.37,NewYork
9173,26604,151673,Organic Blackberries,4,8.08,NewYork
787,42582,139178,Milk Chocolate Chips,13,2.4,NewYork
9234,19677,32667,Original Pure Creamy Almond Milk,16,6.4,NewYork
291,3090,66046,Very Berry Flavor Sparkling Mineral Water,7,3.56,NewYork
16070,1940,82857,Organic 2% Reduced Fat Milk,16,1.23,NewYork
9048,35939,92636,Organic Jalapeno Pepper,4,9.93,NewYork
3951,42736,204108,Unsalted Butter,16,9.28,NewYork
4497,49518,202169,Thai Green Curry,1,6.97,NewYork
13412,46106,123658,Organic Sriracha Hummus,20,3.17,NewYork
923,35176,152807,Cream Cheese Cream Cheese Spread,16,3.27,NewYork
18061,39781,133575,Original 7 Grain Crackers,19,6.08,NewYork
198,20842,21336,Total 0% Greek Yogurt,16,9.2,NewYork
594,27413,84876,100% Mighty Mango Juice Smoothie,7,7.25,NewYork
6053,42735,38983,Tomato Basil Soup,20,9.47,NewYork
7516,12312,144179,Lavender Hand Soap,11,11.33,NewYork
8112,18963,96100,Apple Cider Vinegar,13,9.67,NewYork
10777,12250,129802,EF California White Basmati Eco-Farmed 2 lb Rice,9,8.48,NewYork
12596,26209,199005,Limes,4,4.37,NewYork
13090,42404,126590,Multi Grain Waffles,1,12.48,NewYork
15180,18689,188560,Dairy-Free Chive Cream Cheese,16,10.12,NewYork
14208,2639,97084,Lemon Blended Non-Fat Greek Yogurt,16,4.24,NewYork
7113,5450,25834,Small Hass Avocado,4,5.77,NewYork
16033,28745,60694,Oven Roasted Turkey,20,7.99,NewYork
4293,33741,85745,Gluten Free Classic Hamburger Buns,3,10.9,NewYork
14930,42736,187619,Unsalted Butter,16,9.28,NewYork
6652,26209,160502,Limes,4,4.37,NewYork
5500,5450,68431,Small Hass Avocado,4,5.77,NewYork
2418,44292,100006,Premium Unsweetened Iced Tea,7,7.57,NewYork
4357,40350,78387,Goddess Dressing,13,11.39,NewYork
2804,3913,77916,Original Unfiltered Ginger Ale,7,2.84,NewYork
451,26209,167271,Limes,4,4.37,NewYork
11789,3631,190599,Organic Whole Milk French Vanilla Yogurt,16,1.49,NewYork
16105,23815,92636,Bosc Pears,4,9.02,NewYork
14561,35034,18011,Peppermint Sugar Free Gum,19,6.12,NewYork
13388,30827,180635,Seedless Cucumbers,4,5.22,NewYork
678,8614,198488,Organic Greens & Pineapple Juice Blend,7,8.61,NewYork
10656,37050,3964,"Multi-Vitamin & Mineral, Gummy Bears, Fruit Flavors",11,4.22,NewYork
13796,8638,57581,Vanilla Milk Chocolate Almond Ice Cream Bars,1,8.33,NewYork
6995,13249,78526,Skim Milk,16,9.33,NewYork
4812,10603,9161,93% Ground Beef,12,3.6,NewYork
10009,17403,26783,Caramel Almond & Sea Salt Fruit & Nut Bars,19,5.22,NewYork
4779,29506,37628,Pita Bread,3,5.14,NewYork
4949,25691,3974,Original Life Cereal,14,4.24,NewYork
8988,44368,146634,Fresh Mozzarella Cheese,16,11.12,NewYork
10099,26177,203404,Organic Honey Nut O's Cereal,14,3.76,NewYork
9752,6104,135897,Whole Milk Plain Yogurt,16,1.76,NewYork
17596,5450,178188,Small Hass Avocado,4,5.77,NewYork
14535,890,34667,Organic Diced Tomatoes,15,1.35,NewYork
12449,32240,185345,Bibimbap Veggie Burgers,1,4.81,NewYork
12075,37538,155985,Organic Sweet Pea,4,3.61,NewYork
4897,24830,156724,Organic Romaine,4,10.27,NewYork
15095,5183,34546,Sesame Chicken,1,8.44,NewYork
3420,15273,131597,Organic Jumbo Grade A Pastured Eggs,16,5.15,NewYork
10852,5068,94615,Cauliflower Florets,4,5.04,NewYork
551,28465,91201,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32,NewYork
1387,36114,161686,Angel Sweet Tomatoes,4,4.31,NewYork
1409,45007,146361,Organic Zucchini,4,5.08,NewYork
1562,28745,35150,Oven Roasted Turkey,20,7.99,NewYork
11716,9597,10170,Sweet Kale Chopped Salad,4,3.58,NewYork
5947,45599,119870,Organic Strawberry Lemonade Fruit Juice Drink,7,6.8,NewYork
1331,19677,100835,Original Pure Creamy Almond Milk,16,6.4,NewYork
7932,18656,112830,Organic Red Potato,4,1.93,NewYork
3739,49621,62985,Challah Bread,3,5.17,NewYork
14699,9955,84886,Unsweetened Organic Coconut Milk,16,6.48,NewYork
10123,35948,43295,Tonic Water,7,7.7,NewYork
63,13733,122048,Red Potatoes,4,4.73,NewYork
13411,2664,119788,First Prunes,18,3.44,NewYork
5083,11432,22524,Chopped Kale,4,9.06,NewYork
10074,37226,13127,Valerian Extract Mineral Supplement,11,8.21,NewYork
6009,24532,130211,Cranberry Almond Chicken Salad,3,2.66,NewYork
14487,36735,167155,Organic Roasted Sliced Chicken Breast,20,10.42,NewYork
12451,18696,31396,Mild Red Enchilada Sauce,6,4.38,NewYork
2547,7751,199149,Tomato Ketchup,13,1.99,NewYork
2883,26604,113762,Organic Blackberries,4,8.08,NewYork
14867,12053,5543,Panama Peach Antioxidant Infusion,7,3.45,NewYork
8004,38817,195657,Sugarfree,7,2.12,NewYork
5507,34969,114133,Red Vine Tomato,4,9.25,NewYork
5957,19677,8719,Original Pure Creamy Almond Milk,16,6.4,NewYork
6826,36968,183176,Organics Big Bird's Apple 100% Juice,7,4.85,NewYork
4791,46584,135145,YoKids Blueberry & Strawberry/Vanilla Yogurt,16,8.82,NewYork
6431,42500,162967,Orange & Lemon Flavor Variety Pack Sparkling Fruit Beverage,7,6.51,NewYork
8071,3081,34873,"Organic Creamies Strawberry, Raspberry & Carrot Freeze-Dried Fruit Snacks",18,1.21,NewYork
9590,47141,172607,Cola,7,5.77,NewYork
16796,14114,28586,Orange Chicken,1,12.2,NewYork
18867,28745,84834,Oven Roasted Turkey,20,7.99,NewYork
17558,27554,144479,Gluten Free Blueberry Muffins,3,0.94,NewYork
8990,47630,54365,Medium Navel Orange,4,5.6,NewYork
2446,26209,8046,Limes,4,4.37,NewYork
1153,16754,73225,Flip PB&J Low-Fat Greek Yogurt,16,4.76,NewYork
18426,5450,164055,Small Hass Avocado,4,5.77,NewYork
16978,18027,173723,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,3,11.3,NewYork
15381,15860,116875,Natural Apple Sauce Cups,15,8.98,NewYork
9413,31394,99132,100 Calorie Pretzels Packs,19,2.57,NewYork
8035,26209,95845,Limes,4,4.37,NewYork
4734,48335,108790,Chocolate Brownie Energy Bar,19,11.61,NewYork
17164,12118,17238,Organic Whole Grain Spanish Rice,9,4.97,NewYork
17536,27413,201122,100% Mighty Mango Juice Smoothie,7,7.25,NewYork
16245,7963,56229,Gluten Free Whole Grain Bread,1,4.53,NewYork
15015,11068,181729,Medium Cheddar Cheese Block,16,1.9,NewYork
8639,11707,48936,Peanut Butter Chocolate Chip Macrobar,19,8.92,NewYork
9445,1000,78141,Apricots,10,1.27,NewYork
1164,44697,140309,Natural Sharp Cheddar Cheese,16,1.79,NewYork
14374,14267,73332,Organic Refried Black Beans,15,9.37,NewYork
3297,28465,107882,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32,NewYork
12071,38996,22205,Grape Tomatoes,4,4.64,NewYork
4335,33611,162040,100% Pure Coconut Water,7,8.19,NewYork
1929,28635,156103,0% Greek Yogurt Black Cherry on the Bottom,16,7.7,NewYork
2245,35042,173105,Black Beans,15,5.95,NewYork
13547,39408,146718,Gala Apples,4,4.03,NewYork
16938,13851,93820,Organic Classic Sea Salt  Oven Crinkles Fries,1,4.93,NewYork
4784,26209,70485,Limes,4,4.37,NewYork
14651,37355,94745,Organic Extra Virgin Coconut Oil,13,1.06,NewYork
11875,4960,31344,Three Cheese Mini Pizza Bagels Frozen Snacks,1,5.28,NewYork
16679,42110,156531,Organic Macaroni Shells & Real Aged Cheddar,9,12.09,NewYork
17622,26209,198502,Limes,4,4.37,NewYork
10188,41437,187191,Hearty Minestrone with Vegetables Soup,15,11.43,NewYork
11410,17183,66754,Peach Yoghurt,16,6.75,NewYork
11897,41806,84526,Organic Greek Whole Milk Blended Strawberry Yogurt,16,7.97,NewYork
16780,35939,205811,Organic Jalapeno Pepper,4,9.93,NewYork
2742,46802,189258,Pineapple Chunks,1,6.76,NewYork
16987,837,113329,California Merlot,5,6.1,NewYork
3645,20842,148001,Total 0% Greek Yogurt,16,9.2,NewYork
10237,12919,174683,Coconut Sparkling Water,7,12.1,NewYork
4624,38996,106081,Grape Tomatoes,4,4.64,NewYork
7734,13431,57576,Flaky Biscuits,13,1.83,NewYork
6326,27796,40437,Real Mayonnaise,13,0.97,NewYork
2438,34969,84837,Red Vine Tomato,4,9.25,NewYork
14752,26172,177238,Light Sour Cream,16,7.26,NewYork
3425,43662,132704,"Yogurt, Strained Low-Fat, Coconut",16,11.87,NewYork
7186,31387,163506,Natural Almonds 100 Calorie Packs,19,12.4,NewYork
5247,36070,178667,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34,NewYork
11190,32923,59037,Organic Triple Berry Blend,1,11.94,NewYork
10118,17526,184855,70% Dark Chocolate Salted Almond Bar,19,7.64,NewYork
4791,18094,135145,Organic Creamy Deluxe Macaroni Dinner Rotini & White Cheddar Sauce,9,3.66,NewYork
941,42404,134625,Multi Grain Waffles,1,12.48,NewYork
10582,8865,200907,Original Sea Salt Vegetable Chips,19,1.9,NewYork
16985,32429,178948,Red Mango,4,3.5,NewYork
10766,31334,130467,Chocolate Almond & Sea Salt with Chia Granola Bars,19,2.94,NewYork
7423,30353,202290,Curate Cherry Lime Sparkling Water,7,1.86,NewYork
13492,7303,21366,Unsweet Blackberry Sparkling Water,7,4.32,NewYork
17923,14267,87348,Organic Refried Black Beans,15,9.37,NewYork
18657,4962,76330,Yotoddler Organic Pear Spinach Mango Yogurt,16,10.68,NewYork
965,34969,100993,Red Vine Tomato,4,9.25,NewYork
961,42680,92385,Chunky Chocolate Chip Flax Muffins,3,10.77,NewYork
15124,22524,15864,Cream Cheese Bar,16,1.12,NewYork
18886,21206,19019,English Breakfast Black Tea,7,3.44,NewYork
7864,32277,101752,Cashew Milk Dark Chocolate Truffle Ice Cream,1,7.77,NewYork
2880,13431,149439,Flaky Biscuits,13,1.83,NewYork
8915,32757,188841,Quiche Lorraine,20,3.08,NewYork
13612,22124,156645,Total 0% Raspberry Yogurt,16,9.08,NewYork
14181,22124,32528,Total 0% Raspberry Yogurt,16,9.08,NewYork
7293,45007,174785,Organic Zucchini,4,5.08,NewYork
4628,34969,4048,Red Vine Tomato,4,9.25,NewYork
12945,13457,54921,Pad Thai Brown Rice Noodles,6,5.81,NewYork
8178,594,114576,Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,19,11.11,NewYork
15349,20899,28522,Goo Berry Pie Probugs Kefir,16,6.29,NewYork
18016,47792,116609,Organic Beans & Rice Cheddar Cheese Burrito,1,8.35,NewYork
7409,41602,134476,Deli Select Ultra Thin Honey Ham,20,4.95,NewYork
4198,26209,102127,Limes,4,4.37,NewYork
2558,4149,14663,Frozen Organic Blueberries,4,11.59,NewYork
1461,1269,39929,of Norwich Original English Mustard Powder Double Superfine,13,9.31,NewYork
3302,37067,116952,Organic Banana,4,10.85,NewYork
3637,43768,89235,Organic Bell Pepper,4,2.4,NewYork
2788,33735,72547,Chick Peas Garbanzos,15,1.64,NewYork
13686,39408,19482,Gala Apples,4,4.03,NewYork
6464,27509,187932,Organic Seasoned Yukon Select Potatoes Hashed Browns,1,5.21,NewYork
15132,32134,1679,Lactose Free Plain Kefir,16,3.11,NewYork
5229,46562,145304,Sweet & Salty Nut Granola Bars Peanut,19,3.56,NewYork
5957,27509,8719,Organic Seasoned Yukon Select Potatoes Hashed Browns,1,5.21,NewYork
7808,1940,82208,Organic 2% Reduced Fat Milk,16,1.23,NewYork
14441,19677,89804,Original Pure Creamy Almond Milk,16,6.4,NewYork
16860,40310,185196,Oven Roasted Turkey Breast,20,8.23,NewYork
18737,41806,94288,Organic Greek Whole Milk Blended Strawberry Yogurt,16,7.97,NewYork
5267,43768,156788,Organic Bell Pepper,4,2.4,NewYork
5882,33316,171771,Lemongrass & Clementine Zest Natural Dish Liquid,17,0.96,NewYork
17400,44375,136850,Canned Aranciata Orange,7,3.21,NewYork
8723,42693,153576,Talenti Banana Chocolate Swirl Gelato,1,11.63,NewYork
18387,45007,139792,Organic Zucchini,4,5.08,NewYork
2496,31127,204584,Sweet Batard,3,5.64,NewYork
3166,43768,46838,Organic Bell Pepper,4,2.4,NewYork
10971,38456,42481,Large Grapefruit,4,3.38,NewYork
18833,30461,84242,Organic Multigrain Mild Green Mojo Tortilla Chips,19,7.11,NewYork
9891,15433,69082,Oatmeal Raisin Walnut Bar,19,6.74,NewYork
7043,926,65654,Crispy Thin Crust White Pizza,1,7.03,NewYork
5411,46990,125460,Ground Buffalo,12,10.44,NewYork
6158,43496,51775,Apitherapy Raw Honey,13,10.83,NewYork
15970,42475,5110,Unsalted Butter Quarters,16,2.61,NewYork
17636,41602,156521,Deli Select Ultra Thin Honey Ham,20,4.95,NewYork
17410,37733,138072,Uncured Pepperoni Mini Pizza Bagels Frozen Snacks,1,4.16,NewYork
7203,10369,55441,Organic Genoa Salami,20,2.35,NewYork
11575,26172,81300,Light Sour Cream,16,7.26,NewYork
5961,6104,145164,Whole Milk Plain Yogurt,16,1.76,NewYork
949,14486,6141,One Bun Multigrain Whole Grain Pita,3,6.73,NewYork
17658,39729,145213,Organic Apple Cider,7,2.96,NewYork
14735,20670,82159,Organic Lentil Vegetable Soup,15,10.83,NewYork
9871,36485,29869,Organic Stage 2 Winter Squash Baby Food Puree,18,0.97,NewYork
8630,2369,73457,Brownie Brittle Toffee Crunch,19,6.76,NewYork
11645,46820,11152,Vanilla Pure Almond Milk,16,11.94,NewYork
2315,28413,96718,Bunny-Luv Organic Carrots,4,7.3,NewYork
16833,12315,57278,Dairy Free Hazelnut Coconut Milk Creamer,16,12.03,NewYork
13330,45007,114268,Organic Zucchini,4,5.08,NewYork
4183,13733,184658,Red Potatoes,4,4.73,NewYork
17110,960,164657,Villager Ipa,5,6.31,NewYork
1354,47966,188187,Old Fashioned Rolled Oats,14,2.74,NewYork
15434,26209,131936,Limes,4,4.37,NewYork
6303,5258,178465,Sparkling Water,7,10.95,NewYork
16636,26604,28680,Organic Blackberries,4,8.08,NewYork
16260,35939,159397,Organic Jalapeno Pepper,4,9.93,NewYork
15807,44972,176517,Basic Toilet Paper Double Rolls,17,7.55,NewYork
7647,38456,118339,Large Grapefruit,4,3.38,NewYork
6919,37630,111299,Boneless & Skinless Wild Alaskan Sockeye Salmon,15,2.83,NewYork
15720,30353,34229,Curate Cherry Lime Sparkling Water,7,1.86,NewYork
15328,16630,84170,Cough & Chest Congestion Chestal Honey Cough Syrup,11,2.93,NewYork
18761,15221,11365,2% Milk,16,11.05,NewYork
775,1700,149156,White Cheddar Popcorn,19,5.86,NewYork
1562,5450,35150,Small Hass Avocado,4,5.77,NewYork
17461,47630,129419,Medium Navel Orange,4,5.6,NewYork
17711,22504,179488,Organic Mountain Forest Amber Honey,13,2.16,NewYork
8802,26604,129266,Organic Blackberries,4,8.08,NewYork
14173,23765,175087,Organic Smoked Turkey Breast,20,10.28,NewYork
8310,18881,6409,Coconut Milk Vanilla Frozen Dessert,1,2.62,NewYork
11579,39408,27245,Gala Apples,4,4.03,NewYork
15980,2596,92296,Lemon Cake Ice Cream,1,2.8,NewYork
405,47792,172653,Organic Beans & Rice Cheddar Cheese Burrito,1,8.35,NewYork
7621,43662,101294,"Yogurt, Strained Low-Fat, Coconut",16,11.87,NewYork
7238,37067,23566,Organic Banana,4,10.85,NewYork
4603,18308,198500,Non Fat Dry Milk Powder,13,5.99,NewYork
4527,17183,120296,Peach Yoghurt,16,6.75,NewYork
8873,6244,108309,Club Soda Lower Sodium,7,5.76,NewYork
8979,15273,145694,Organic Jumbo Grade A Pastured Eggs,16,5.15,NewYork
11532,43772,113328,Cherubs Heavenly Salad Tomatoes,4,1.15,NewYork
4565,13939,82445,Organic Potato Quinoa & Spinach Soup,15,11.59,NewYork
3159,20842,12326,Total 0% Greek Yogurt,16,9.2,NewYork
14907,42372,94840,Pineapple on the Bottom Greek Yogurt,16,11.02,NewYork
2183,39408,137771,Gala Apples,4,4.03,NewYork
12827,6567,50591,Chocolate Peanut Butter Protein Bar,19,4.83,NewYork
3039,7788,61833,"Deli Fresh Smoked Ham, 97% Fat Free, Gluten Free",20,5.24,NewYork
6543,19677,128200,Original Pure Creamy Almond Milk,16,6.4,NewYork
2055,24830,149398,Organic Romaine,4,10.27,NewYork
2963,14437,80812,Total Greek Yogurt With Honey,16,6.44,NewYork
4153,16759,75437,Organic Carrot Bunch,4,4.17,NewYork
18232,1940,143889,Organic 2% Reduced Fat Milk,16,1.23,NewYork
4826,31215,117642,Lemon Yogurt,16,10.41,NewYork
13090,33021,126590,Reserve Cheddar Cheese,16,4.15,NewYork
7988,26604,48417,Organic Blackberries,4,8.08,NewYork
9920,19677,23425,Original Pure Creamy Almond Milk,16,6.4,NewYork
1482,26629,149909,Cherry Pie Fruit & Nut Bar,19,1.38,NewYork
12097,19173,194914,Orange Calcium & Vitamin D Pulp Free,7,11.11,NewYork
17921,36735,41756,Organic Roasted Sliced Chicken Breast,20,10.42,NewYork
16192,35042,47729,Black Beans,15,5.95,NewYork
16739,5488,119746,With Pineapple Pulp Free Orange Juice,7,9.04,NewYork
5691,14378,113760,Finocchiona Salami,20,7.26,NewYork
5745,43768,80607,Organic Bell Pepper,4,2.4,NewYork
7258,18721,90578,"Baked Rice and Corn Puffs, Aged White Cheddar",19,2.22,NewYork
14351,7518,73608,Chicken Flavored Bone 4 Inch Dog Chew,8,1.43,NewYork
13256,15693,38767,Organic Peach Oo La Long Tea,7,9.36,NewYork
14599,22159,73138,Red Machine Juice Smoothie,7,2.1,NewYork
5179,36086,42762,Philadelphia Original Cream Cheese,16,2.08,NewYork
8086,39604,145518,Turkey Breakfast Sausage Links,12,2.75,NewYork
14641,43875,84132,Baby Food Stage 2 Blueberry Pear & Purple Carrot,18,6.11,NewYork
15585,38274,39216,Ice Cream Sandwiches Vanilla,1,7.17,NewYork
289,18254,5927,All Natural Roasted Garlic Hummus,20,0.87,NewYork
10925,32463,55402,Olive Oil & Aloe Vera Hand Soap,11,4.26,NewYork
5834,12250,200318,EF California White Basmati Eco-Farmed 2 lb Rice,9,8.48,NewYork
13091,33741,162992,Gluten Free Classic Hamburger Buns,3,10.9,NewYork
14664,6104,39455,Whole Milk Plain Yogurt,16,1.76,NewYork
17698,34969,27754,Red Vine Tomato,4,9.25,NewYork
3206,47792,166843,Organic Beans & Rice Cheddar Cheese Burrito,1,8.35,NewYork
14694,20842,96048,Total 0% Greek Yogurt,16,9.2,NewYork
7458,14951,168231,Steamers Antioxidant Vegetable Blend,1,5.06,NewYork
16504,39604,194316,Turkey Breakfast Sausage Links,12,2.75,NewYork
14725,44570,179661,Kale Greens,4,4.15,NewYork
860,45007,114223,Organic Zucchini,4,5.08,NewYork
11767,6104,185420,Whole Milk Plain Yogurt,16,1.76,NewYork
13778,42404,52662,Multi Grain Waffles,1,12.48,NewYork
9960,26209,61520,Limes,4,4.37,NewYork
4032,46106,118489,Organic Sriracha Hummus,20,3.17,NewYork
13984,36961,61288,Pink Cripps Apple,4,2.89,NewYork
1516,41004,195392,Traditional Brie Cheese,16,2.83,NewYork
7425,6729,128073,Cookie Tray,3,9.56,NewYork
18510,9955,23372,Unsweetened Organic Coconut Milk,16,6.48,NewYork
10187,43662,32667,"Yogurt, Strained Low-Fat, Coconut",16,11.87,NewYork
13764,837,151016,California Merlot,5,6.1,NewYork
1637,44570,179123,Kale Greens,4,4.15,NewYork
11761,14812,105239,11 Cup Storage Baking Dish With Lid,17,4.38,NewYork
9048,42345,92636,Baby Food Pouch - Roasted Carrot Spinach & Beans,18,4.39,NewYork
